,quote,author,tags,likes
1268,"When we are no longer able to change a situation, we are challenged to change ourselves.","Viktor E. Frankl,",motivation,4388.0
1269,A man can no more diminish God's glory by refusing to worship Him than a lunatic can put out the sun by scribbling the word 'darkness' on the walls of his cell.,"C.S. Lewis,","god, religion",4388.0
1270,"And on the subject of burning books: I want to congratulate librarians, not famous for their physical strength or their powerful political connections or their great wealth, who, all over this country, have staunchly resisted anti-democratic bullies who have tried to remove certain books from their shelves, and have refused to reveal to thought police the names of persons who have checked out those titles.

So the America I loved still exists, if not in the White House or the Supreme Court or the Senate or the House of Representatives or the media. The America I love still exists at the front desks of our public libraries.","Kurt Vonnegut,","america, books, politics",4388.0
1271,The only way to deal with an unfree world is to become so absolutely free that your very existence is an act of rebellion.,Albert Camus,,4382.0
1272,"Maybe who we are isn't so much about what we do, but rather what we're capable of when we least expect it.","Jodi Picoult,",,4376.0
1273,"We are all alone, born alone, die alone, and—in spite of True Romance magazines—we shall all someday look back on our lives and see that, in spite of our company, we were alone the whole way. I do not say lonely—at least, not all the time—but essentially, and finally, alone. This is what makes your self-respect so important, and I don't see how you can respect yourself if you must look in the hearts and minds of others for your happiness.","Hunter S. Thompson,","alone, birth, death, growing-up, growth, life, lonely, love, self-respect",4374.0
1274,"No amount of regretting can change the past, and no amount of worrying can change the future.","Roy T. Bennett,","inspiration, inspirational, inspirational-quotes, life, life-and-living, life-quotes, living-in-the-present, living-life, worry, worrying",4370.0
1275,"Mom. I have something to tell you. I’m undead. Now, I know you may have some preconceived notions about the undead. I know you may not be comfortable with the idea of me being undead. But I’m here to tell you that undead are just like you and me … well, okay. Possibly more like me than you.","Cassandra Clare,","city-of-ashes, humor, mortal-instruments, simon, vampire",4365.0
1276,Many people lose the small joys in the hope for the big happiness.,Pearl S. Buck,contentment,4364.0
1277,"Someone I loved once gave me a box full of darkness. It took me years to understand that this too, was a gift.",Mary Oliver,"box, darkness, gift, love",4363.0
1278,"Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.","Roy T. Bennett,","challenge, enjoy-the-journey, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, keep-moving-forward, life, life-and-living, life-lessons, life-quotes, living, motivation, motivational, move-on, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking",4360.0
1279,"The Road goes ever on and on
Down from the door where it began.
Now far ahead the Road has gone,
And I must follow, if I can,
Pursuing it with eager feet,
Until it joins some larger way
Where many paths and errands meet.
And whither then? I cannot say","J.R.R. Tolkien,",road,4357.0
1280,"But I don't want comfort. I want God, I want poetry, I want real danger, I want freedom, I want goodness. I want sin.","Aldous Huxley,","brave-new-world, hunger, thirst, yearning",4356.0
1281,"Once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return.",Leonardo da Vinci,"flight, flying, inspirational",4356.0
1282,"One cannot think well, love well, sleep well, if one has not dined well.","Virginia Woolf,","food, love",4356.0
1283,"I'm quite illiterate, but I read a lot. ","J.D. Salinger,",holden,4351.0
1284,The measure of intelligence is the ability to change.,Albert Einstein,"adaptation, flexibility, intelligence, open-mindedness, wisdom",4347.0
1285,The best books... are those that tell you what you know already.,"George Orwell,","books, reading",4344.0
1286,"Top 15 Things Money Can’t Buy
Time. Happiness. Inner Peace. Integrity. Love. Character. Manners. Health. Respect. Morals. Trust. Patience. Class. Common sense. Dignity.","Roy T. Bennett,","character, class, common-sense, dignity, happiness, health, inner-peace, inspiration, inspirational, inspirational-quotes, integrity, life, life-quotes, love, manners, money, morals, patience, respect, time, trust",4343.0
1287,"One ought, every day at least, to hear a little song, read a good poem, see a fine picture, and, if it were possible, to speak a few reasonable words.","Johann Wolfgang von Goethe,","art, good-life, music, poetry, self-improvement",4343.0
1288,We have to continually be jumping off cliffs and developing our wings on the way down.,"Kurt Vonnegut,","creativity, invention, quip, wings, writing",4340.0
1289,"If you gave someone your heart and they died, did they take it with them? Did you spend the rest of forever with a hole inside you that couldn't be filled?","Jodi Picoult,","death, heart, love",4336.0
1290,"Don't say you don't have enough time. You have exactly the same number of hours per day that were given to Helen Keller, Pasteur, Michelangelo, Mother Teresa, Leonardo da Vinci, Thomas Jefferson, and Albert Einstein.",H. Jackson Brown Jr.,"inspirational, life",4335.0
1291,"Be with me always - take any form - drive me mad! only do not leave me in this abyss, where I cannot find you! Oh, God! it is unutterable! I can not live without my life! I can not live without my soul!","Emily Brontë,",love,4334.0
1292,"Don't be satisfied with stories, how things have gone with others. Unfold your own myth.","Rumi,","courage, creativity, empowerment, independence, inspirational-stories, self-confidence, self-realization",4332.0
1293,Books have a unique way of stopping time in a particular moment and saying: Let’s not forget this.,Dave Eggers,"books, time",4330.0
1294,"That was the thing. You never got used to it, the idea of someone being gone. Just when you think it's reconciled, accepted, someone points it out to you, and it just hits you all over again, that shocking.","Sarah Dessen,","death, life",4330.0
1295,"The most beautiful things in the world cannot be seen or touched, they are felt with the heart.","Antoine de Saint-Exupéry,",inspirational,4327.0
1296,"Reality is that which, when you stop believing in it, doesn't go away.","Philip K. Dick,",,4324.0
1297,Have enough courage to trust love one more time and always one more time.,Maya Angelou,"courage, love, trust",4323.0
1298,"You see, cuckoos are parasites. They lay their eggs in other birds' nests. When the egg hatches, the baby cuckoo pushes the other baby birds out of the nest. The poor parent birds work themselves to death trying to find enough food to feed the enormous cuckoo child who has murdered their babies and taken their places.""
""Enormous?"" said Jace. ""Did you just call me fat?""
""It was an analogy.""
""I am not fat.","Cassandra Clare,",,4318.0
1299,"Out of the corner of her eye she thought she saw Jace shoot her a look of white rage - but when she glanced at him, he looked as he always did: easy, confident, slightly bored.
""In future, Clarissa,"" he said, ""it might be wise to mention that you already have a man in your bed, to avoid such tedious situations.""
""You invited him into bed?"" Simon demanded, looking shaken.
""Ridiculous, isn't it?"" said Jace. ""We would never have all fit.""
""I didn't invite him into bed,"" Clary snapped. ""We were just kissing.""
""Just kissing?"" Jace's tone mocked her with its false hurt. ""How swiftly you dismiss our love.","Cassandra Clare,","awkward, humor",4316.0
1300,"When someone is crying, of course, the noble thing to do is to comfort them. But if someone is trying to hide their tears, it may also be noble to pretend you do not notice them.","Lemony Snicket,","comfort, crying, tears",4311.0
1301,"If you are allergic to a thing, it is best not to put that thing in your mouth, particularly if the thing is cats.","Lemony Snicket,",humor-cats-allergies,4310.0
1302,Don't take life too seriously. Punch it in the face when it needs a good hit. Laugh at it.,"Colleen Hoover,",life,4304.0
1303,"One love, one heart, one destiny.",Robert Marley,"bob-marley, compassion, destiny, heart, humanity, inspirational, love",4303.0
1304,"You don’t know what goes on in anyone’s life but your own. And when you mess with one part of a person’s life, you’re not messing with just that part. Unfortunately, you can’t be that precise and selective. When you mess with one part of a person’s life, you’re messing with their entire life. Everything. . . affects everything.","Jay Asher,",,4301.0
1305,"Every generation imagines itself to be more intelligent than the one that went before it, and wiser than the one that comes after it.",George Orwell,,4300.0
1306,"If you are irritated by every rub, how will your mirror be polished?",Rumi,inspirational,4299.0
1307,"If I should ever die, God forbid, let this be my epitaph:
THE ONLY PROOF HE NEEDED
FOR THE EXISTENCE OF GOD
WAS MUSIC",kurt vonnegut,,4299.0
1308,I will not let anyone walk through my mind with their dirty feet.,Mahatma Gandhi,"cleanliness, consciousness, corruption, feet, individuality, mind, purity",4291.0
1309,"Holey? You have the the whole world of ear-related humor before you, you go for holey?","J.K. Rowling,",humor,4290.0
1310,"If you have two friends in your lifetime, you're lucky. If you have one good friend, you're more than lucky.",S.E. Hinton,"friends, friendship",4289.0
1311,"When a man is denied the right to live the life he believes in, he has no choice but to become an outlaw.",Nelson Mandela,,4289.0
1312,"I'm a grenade and at some point I'm going to blow up and I would like to minimize the casualties, okay?","John Green,",,4286.0
1313,We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.,Plato,"darkness, dishonesty, fear, light, willful-ignorance",4285.0
1314,Time is a drug. Too much of it kills you.,"Terry Pratchett,","humor, science",4283.0
1315,"You're not to be so blind with patriotism that you can't face reality. Wrong is wrong, no matter who does it or says it.","Malcolm X,","philosophy, politics",4282.0
1316,"When someone leaves, it's because someone else is about to arrive.","Paulo Coelho,",,4281.0
1317,"Love is not affectionate feeling, but a steady wish for the loved person's ultimate good as far as it can be obtained.",C.S. Lewis,,4279.0
1318,"Three Rings for the Elven-kings under the sky,
Seven for the Dwarf-lords in their halls of stone,
Nine for Mortal Men, doomed to die,
One for the Dark Lord on his dark throne
In the Land of Mordor where the Shadows lie.
One Ring to rule them all, One Ring to find them,
One Ring to bring them all and in the darkness bind them.
In the Land of Mordor where the Shadows lie.",J.R.R. Tolkien,,4278.0
1319,"I want
To do with you what spring does with the cherry trees.","Pablo Neruda,",love,4276.0
1320,"Acts of Kindness:
A random act of kindness, no matter how small, can make a tremendous impact on someone else's life.","Roy T. Bennett,","inspiration, inspirational, inspirational-quotes, inspire, inspiring, kind, kindness, life, life-quotes, living, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking",4272.0
1321,"I shut my eyes and all the world drops dead;
I lift my eyes and all is born again.","Sylvia Plath,",poetry,4272.0
1322,In ancient times cats were worshipped as gods; they have not forgotten this.,Terry Pratchett,,4267.0
1323,"The greater the love, the greater the tragedy when it's over.","Nicholas Sparks,",love,4266.0
1324,Any fool can be happy. It takes a man with real heart to make beauty out of the stuff that makes us weep.,"Clive Barker,","art, inspirational, love, redemption, sadness",4266.0
1325,Even death has a heart.,"Markus Zusak,","death, life",4265.0
1326,"People, I have discovered, are layers and layers of secrets. You believe you know them, that you understand them, but their motives are always hidden from you, buried in their own hearts. You will never know them, but sometimes you decide to trust them.","Veronica Roth,",,4264.0
1327,"When you do things from your soul, you feel a river moving in you, a joy.",Rumi,joy,4264.0
1328,Usually I'm remarkably good natured. Try me on a day that doesn't end in y.,Cassandra Clare,"jace, mortal-instruments",4262.0
1329,"There was a clatter as the basilisk fangs cascaded out of Hermione's arms. Running at Ron, she flung them around his neck and kissed him full on the mouth. Ron threw away the fangs and broomstick he was holding and responded with such enthusiasm that he lifted Hermione off her feet.
""Is this the moment?"" Harry asked weakly, and when nothing happened except that Ron and Hermione gripped each other still more firmly and swayed on the spot, he raised his voice. ""OI! There's a war going on here!""
Ron and Hermione broke apart, their arms still around each other.
""I know, mate,"" said Ron, who looked as though he had recently been hit on the back of the head with a Bludger, ""so it's now or never, isn't it?""
""Never mind that, what about the Horcrux?"" Harry shouted. ""D'you think you could just --- just hold it in, until we've got the diadem?""
""Yeah --- right --- sorry ---"" said Ron, and he and Hermione set about gathering up fangs, both pink in the face.","J.K. Rowling,","love, romance, war",4258.0
1330,"You were born with wings, why prefer to crawl through life?",Rumi,inspirational,4251.0
1331,"I, myself, am made entirely of flaws, stitched together with good intentions.",Augusten Burroughs,"flaws, individuality",4248.0
1332,Fighting for peace is like screwing for virginity.,George Carlin,"fighting, humor, misattributed-george-carlin, peace, sex",4247.0
1333,"Stories may well be lies, but they are good lies that say true things, and which can sometimes pay the rent.",Neil Gaiman,writing,4243.0
1334,Maybe ever’body in the whole damn world is scared of each other.,"John Steinbeck,","loneliness, people, scared, world",4241.0
1335,I can resist anything except temptation.,"Oscar Wilde,",temptation,4241.0
1336,Life shrinks or expands in proportion to one's courage.,Anais Nin,"courage, life",4241.0
1337,Be brave to stand for what you believe in even if you stand alone.,"Roy T. Bennett,","belief, beliefs, believe, courage, courage-quotes, inspiration, inspirational, inspirational-quotes, inspire, inspiring, life, life-quotes, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking",4239.0
1338,Solitude is fine but you need someone to tell that solitude is fine.,Honoré de Balzac,,4235.0
1339,"The secret of health for both mind and body is not to mourn for the past, nor to worry about the future, but to live the present moment wisely and earnestly.","Bukkyo Dendo Kyokai,",inspirational,4235.0
1340,"Because you are beautiful. I enjoy looking at beautiful people, and I decided a while ago not to deny myself the simpler pleasures of existence","John Green,",,4233.0
1341,There are no faster or firmer friendships than those formed between people who love the same books.,"Irving Stone,","books, friendship",4233.0
1342,"Forget safety.
Live where you fear to live.
Destroy your reputation.
Be notorious.",Rumi,,4231.0
1343,"And still, after all this time,
The sun never says to the earth,
""You owe Me.""

Look what happens with
A love like that,
It lights the Whole Sky.",Hafiz,"faith, inspiration",4228.0
1344,"The thing about growing up with Fred and George,"" said Ginny thoughtfully, ""is that you sort of start thinking anything's possible if you've got enough nerve.","J. K. Rowling,",ginny-weasley,4226.0
1345,"Maybe there's something you're afraid to say, or someone you're afraid to love, or somewhere you're afraid to go. It's gonna hurt. It's gonna hurt because it matters.","John Green,",,4221.0
1346,"So be sure when you step, Step with care and great tact. And remember that life's A Great Balancing Act. And will you succeed? Yes! You will, indeed! (98 and ¾ percent guaranteed) Kid, you'll move mountains.","Dr. Seuss,","humor, inspirational, success",4221.0
1347,"The moment you doubt whether you can fly, you cease for ever to be able to do it.","J. M. Barrie,","barrie, belief, fantasy, flying, imagination, kensington-gardens, london, magic, neverland, park, peter-pan, scotland, self-confidence",4216.0
1348,"These violent delights have violent ends
And in their triumph die, like fire and powder,
Which as they kiss consume. The sweetest honey
Is loathsome in his own deliciousness
And in the taste confounds the appetite.
Therefore love moderately; long love doth so;
Too swift arrives as tardy as too slow.","William Shakespeare,","romeo-and-juliet, shakespeare",4216.0
1349,"But a mermaid has no tears, and therefore she suffers so much more.","Hans Christian Andersen,",,4212.0
1350,"What you do, the way you think, makes you beautiful.","Scott Westerfeld,","beauty, david, uglies, westerfeld",4211.0
1351,Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut.,Ernest Hemingway,drinking,4211.0
1352,"I wanted to tell the book thief many things, about beauty and brutality. But what could I tell her about those things that she didn't already know? I wanted to explain that I am constantly overestimating and underestimating the human race-that rarely do I ever simply estimate it. I wanted to ask her how the same thing could be so ugly and so glorious, and its words and stories so damning and brilliant.","Markus Zusak,",,4210.0
1353,"Confront the dark parts of yourself, and work to banish them with illumination and forgiveness. Your willingness to wrestle with your demons will cause your angels to sing.",August Wilson,"character, courage, self-assessment, self-esteem, strength",4207.0
1354,"When I was a boy of 14, my father was so ignorant I could hardly stand to have the old man around. But when I got to be 21, I was astonished at how much the old man had learned in seven years.",Mark Twain,"arrogance, humor, ignorance",4204.0
1355,"The purpose of life is not to be happy. It is to be useful, to be honorable, to be compassionate, to have it make some difference that you have lived and lived well.",Ralph Waldo Emerson,"helping-others, make-a-difference, purpose, purpose-of-life",4203.0
1356,"We all bear scars,... Mine just happen to be more visible than most.","Sarah J. Maas,",,4201.0
1357,"I do things like get in a taxi and say, ""The library, and step on it.","David Foster Wallace,","books, infinite-jest",4201.0
1358,You know what charm is: a way of getting the answer yes without having asked any clear question.,"Albert Camus,",,4201.0
1359,The first draft of anything is shit.,Ernest Hemingway, writing,4199.0
1360,"After silence, that which comes nearest to expressing the inexpressible is music.","Aldous Huxley,",music,4199.0
1361,"As if you were on fire from within.

The moon lives in the lining of your skin.",Pablo Neruda,"beauty, inner-beauty, love, passion",4198.0
1362,"It is true that those we meet can change us, sometimes so profoundly that we are not the same afterwards, even unto our names.","Yann Martel,",,4196.0
1363,You speak an infinite deal of nothing.,"William Shakespeare,","insults, shakespeare",4190.0
1364,An expert is a person who has made all the mistakes that can be made in a very narrow field.,Niels Bohr,science,4185.0
1365,"He does something to me, that boy. Every time. It’s his only detriment. He steps on my heart. He makes me cry.","Markus Zusak,","heartbreak, love, sad",4182.0
1366,"I am an excitable person who only understands life lyrically, musically, in whom feelings are much stronger as reason. I am so thirsty for the marvelous that only the marvelous has power over me. Anything I can not transform into something marvelous, I let go. Reality doesn't impress me. I only believe in intoxication, in ecstasy, and when ordinary life shackles me, I escape, one way or another. No more walls.",Anais Nin,"anais-nin, art",4179.0
1367,"For last year's words belong to last year's language
And next year's words await another voice.","T.S. Eliot,","language, new-year, voice, words",4177.0
1368,How did it get so late so soon?,Dr. Seuss,"afternoon, december, flewn, june, late, night, soon, time",4175.0
1369,You cannot pick and choose what parts of her to love.,"Sarah J. Maas,",,4173.0
1370,"Don't feel bad, I'm usually about to die.","Rick Riordan,","death, greek, humor, mythology, percy-jackson, sorry",4173.0
1371,أحيانًا يساعدنا الآخرون بأن يكونوا فى حياتنا فحسب,أحمد خالد توفيق,life,4170.0
1372,All you have to do is write one true sentence. Write the truest sentence that you know.,Ernest Hemingway,"truth, writing, writing-advice",4170.0
1373,I would like to be the air that inhabits you for a moment only. I would like to be that unnoticed and that necessary.,Margaret Atwood,"love, obsession, sleep",4165.0
1374,"What makes the desert beautiful,' said the little prince, 'is that somewhere it hides a well...","Antoine de Saint-Exupéry,",inspirational,4162.0
1375,"To me, Fearless is not the absense of fear. It's not being completely unafraid. To me, Fearless is having fears. Fearless is having doubts. Lots of them. To me, Fearless is living in spite of those things that scare you to death.",Taylor Swift,"fearless, inspirational, love",4161.0
1376,There are years that ask questions and years that answer.,"Zora Neale Hurston,",inspiration,4159.0
1377,Literature is the most agreeable way of ignoring life.,"Fernando Pessoa,","literature, reading, solitude",4156.0
1378,It is a great thing to start life with a small number of really good books which are your very own.,Arthur Conan Doyle,"books, humor",4155.0
1379,The world was hers for the reading.,"Betty Smith,","books, feminist, reading",4154.0
1380,"How wrong is it for a woman to expect the man to build the world she wants, rather than to create it herself?",Anais Nin,"independence, women",4153.0
1381,People demand freedom of speech as a compensation for the freedom of thought which they seldom use.,Søren Kierkegaard,"civil-rights, free-speech, free-will, freedom, intelligence, liberty, stupidity",4152.0
1382,"No, I'm just a very naughty boy. I do all sorts of bad things. I kick kittens. I make rude gestures at nuns.","Cassandra Clare,",,4150.0
1383,All great and precious things are lonely.,"John Steinbeck,",loneliness,4150.0
1384,"The world breaks everyone, and afterward, many are strong at the broken places.",Ernest Hemingway,,4149.0
1385,Imagine smiling after a slap in the face. Then think of doing it twenty-four hours a day.,"Markus Zusak,","pain, sadness, stoicism",4148.0
1386,"Understanding is the first step to acceptance, and only with acceptance can there be recovery.","J.K. Rowling,","acceptance, inspiration, inspirational, smart, understanding, wise",4146.0
1387,Do your thing and don't care if they like it.,"Tina Fey,",,4145.0
1388,"Both Rowling and Meyer, they’re speaking directly to young people. … The real difference is that Jo Rowling is a terrific writer and Stephenie Meyer can’t write worth a darn. She’s not very good.",Stephen King,"harry-potter, jk-rowling, stephenie-meyer, twilight",4144.0
1389,"They say when you are missing someone that they are probably feeling the same, but I don't think it's possible for you to miss me as much as I'm missing you right now",Edna St. Vincent Millay,,4144.0
1390,"Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.",Steve Maraboli,"destiny, happiness, history, inspirational, let-go, letting-go, life, motivational, moving-on, success",4139.0
1391,I dream. Sometimes I think that's the only right thing to do.,"Haruki Murakami,","dreaming, dreams",4135.0
1392,If you do not tell the truth about yourself you cannot tell it about other people.,Virginia Woolf,"honesty, lies, stories, truth",4135.0
1393,"It's not the face, but the expressions on it. It's not the voice, but what you say. It's not how you look in that body, but the thing you do with it. You are beautiful.","Stephenie Meyer,","inspirational, love",4131.0
1394,"Isn't it odd how much fatter a book gets when you've read it several times?"" Mo had said...""As if something were left between the pages every time you read it. Feelings, thoughts, sounds, smells...and then, when you look at the book again many years later, you find yourself there, too, a slightly younger self, slightly different, as if the book had preserved you like a pressed flower...both strange and familiar.","Cornelia Funke,","books, feelings, reading, thoughts",4130.0
1395,We should consider every day lost on which we have not danced at least once.,Friedrich Wilhelm Nietzsche,"dance, dancing, music",4130.0
1396,Many a book is like a key to unknown chambers within the castle of one’s own self.,Franz Kafka,"books, castle, self",4129.0
1397,You is kind. You is smart. You is important.,"Kathryn Stockett,",,4126.0
1398,"Goodbye,"" said the fox. ""And now here is my secret, a very simple secret: It is only with the heart that one can see rightly; what is essential is invisible to the eye.",Antoine de Saint-Exupéry,most-famous-novella,4123.0
1399,"If you ever find yourself in the wrong story, leave.","Mo Willems,","fairy-tales, humor, humorous, philosophy, psychology",4122.0
1400,Atticus told me to delete the adjectives and I'd have the facts.,"Harper Lee,",writing-advice,4122.0
1401,Life appears to me too short to be spent in nursing animosity or registering wrongs.,"Charlotte Bronte,",grudges,4122.0
1402,"Jesper knocked his head against the hull and cast his eyes heavenward. “Fine. But if Pekka Rollins kills us all, I’m going to get Wylan’s ghost to teach my ghost how to play the flute just so that I can annoy the hell out of your ghost.”
Brekker’s lips quirked. “I’ll just hire Matthias’ ghost to kick your ghost’s ass.”
“My ghost won’t associate with your ghost,” Matthias said primly, and then wondered if the sea air was rotting his brain.","Leigh Bardugo,","funny, ghost, jesper, six-of-crows",4119.0
1403,"Suffering has been stronger than all other teaching, and has taught me to understand what your heart used to be. I have been bent and broken, but - I hope - into a better shape.","Charles Dickens,","growth, heart, life, suffering",4119.0
1404,It is not that I'm so smart. But I stay with the questions much longer.,Albert Einstein,"intelligence, learning, wisdom",4116.0
1405,The happiness of your life depends upon the quality of your thoughts.,"Marcus Aurelius,",happiness,4110.0
1406,"We waste time looking for the perfect lover, instead of creating the perfect love.",Tom Robbins,,4105.0
1407,It's been my experience that you can nearly always enjoy things if you make up your mind firmly that you will.,"Lucy Maud Montgomery,",happiness,4103.0
1408,I cannot believe in a God who wants to be praised all the time.,Friedrich Nietzsche,"agama, agnosticism, prayer, religion",4103.0
1409,"It doesn't interest me what you do for a living. I want to know what you ache for, and if you dare to dream of meeting your heart's longing.
It doesn't interest me how old you are. I want to know if you will risk looking like a fool for love, for your dream, for the adventure of being alive.
It doesn't interest me what planets are squaring your moon. I want to know if you have touched the center of your own sorrow, if you have been opened by life's betrayals or have become shriveled and closed from fear of further pain!I want to know if you can sit with pain, mine or your own, without moving to hide it or fade it, or fix it.
I want to know if you can be with joy, mine or your own, if you can dance with wildness and let the ecstasy fill you to the tips of your fingers and toes without cautioning us to be careful, to be realistic, to remember the limitations of being human.
It doesn't interest me if the story you are telling me is true. I want to know if you can disappoint another to be true to yourself; if you can bear the accusation of betrayal and not betray your own soul; if you can be faithlessand therefore trustworthy.
I want to know if you can see beauty even when it's not pretty, every day,and if you can source your own life from its presence.
I want to know if you can live with failure, yours and mine, and still stand on the edge of the lake and shout to the silver of the full moon, “Yes!”
It doesn't interest me to know where you live or how much money you have. I want to know if you can get up, after the night of grief and despair, weary and bruised to the bone, and do what needs to be done to feed the children.
It doesn't interest me who you know or how you came to be here. I want to know if you will stand in the center of the fire with me and not shrink back.
It doesn't interest me where or what or with whom you have studied. I want to know what sustains you, from the inside, when all else falls away.
I want to know if you can be alone with yourself and if you truly like the company you keep in the empty moments.",Oriah Mountain Dreamer,inspirational,4100.0
1410,There is not always a good guy. Nor is there always a bad one. Most people are somewhere in between.,"Patrick Ness,",,4099.0
1411,"The beginning of love is the will to let those we love be perfectly themselves, the resolution not to twist them to fit our own image. If in loving them we do not love what they are, but only their potential likeness to ourselves, then we do not love them: we only love the reflection of ourselves we find in them","Thomas Merton,","friendship, love, self-discovery, trust, truth",4098.0
1412,"I was thinking about the first time I ever saw you,"" he said, ""and how after that I couldn't forget you. I wanted to, but I couldn't stop myself. I forced Hodge to let me be the one who came to find you and bring you back to the Institue. And even back then, in that stupid coffee shop, when I saw you sitting on that couch with Simon, even then that felt wrong to me-- I should have been the one sitting with you. The one who made you laugh like that. I couldn't get rid of that feeling. That it should have been me. And the more I knew you, the more I felt it--it had never been like that for me before. I'd always wanted a girl and then gotten to know her and not wanted her anymore, but with you the feeling just got stronger and stronger until that night when you showed up at Renwick's and I knew.","Cassandra Clare,","mortal-instruments, teen-fantasy",4097.0
1413,The bravest people are the ones who don’t mind looking like cowards.,"T.H. White,",,4096.0
1414,Never be afraid to trust an unknown future to a known God.,Corrie ten Boom,"faith, future, god, trust",4093.0
1415,"I never change, I simply become more myself.","Joyce Carol Oates,",,4093.0
1416,"Tonight I can write the saddest lines
I loved her, and sometimes she loved me too.","Pablo Neruda,","love, sadness",4092.0
1417,"Today a reader, tomorrow a leader.",Margaret Fuller,"read, reader, reading",4091.0
1418,"It's not because I want to make out with her.""
Hold on."" He grabbed a pencil and scrawled excitedly at the paper as if he'd just made a mathematical breakthrough and then looked back up at me. ""I just did some calculations, and I've been able to determine that you're full of shit","John Green,",funny,4088.0
1419,"You might be poor, your shoes might be broken, but your mind is a palace.","Frank McCourt,","intelligence, mind, poverty",4087.0
1420,"A cynic is a man who knows the price of everything, and the value of nothing.",Oscar Wilde,cynicism,4086.0
1421,"Words are easy, like the wind; faithful friends are hard to find.","William Shakespeare,",friendship,4083.0
1422,Perhaps it's impossible to wear an identity without becoming what you pretend to be.,"Orson Scott Card,","identity, pretend",4078.0
1423,"I think we ought to read only the kind of books that wound or stab us. If the book we're reading doesn't wake us up with a blow to the head, what are we reading for? So that it will make us happy, as you write? Good Lord, we would be happy precisely if we had no books, and the kind of books that make us happy are the kind we could write ourselves if we had to. But we need books that affect us like a disaster, that grieve us deeply, like the death of someone we loved more than ourselves, like being banished into forests far from everyone, like a suicide. A book must be the axe for the frozen sea within us. That is my belief.",Franz Kafka,,4076.0
1424,"It happens to everyone as they grow up. You find out who you are and what you want, and then you realize that people you've known forever don't see things the way you do. So you keep the wonderful memories, but find yourself moving on.",Nicholas Sparks,moving-on,4074.0
1425,"Live in the sunshine, swim the sea, drink the wild air.",Ralph Waldo Emerson,,4074.0
1426,Never lose hope. Storms make people stronger and never last forever.,"Roy T. Bennett,","adversity, difficulty, hope, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, living, motivation, motivational, optimism, optimistic, perseverance, persistence, positive, positive-affirmation, positive-life, positive-thinking, storms",4072.0
1427,"Happiness is the consequence of personal effort. You fight for it, strive for it, insist upon it, and sometimes even travel around the world looking for it. You have to participate relentlessly in the manifestations of your own blessings. And once you have achieved a state of happiness, you must never become lax about maintaining it. You must make a mighty effort to keep swimming upward into that happiness forever, to stay afloat on top of it.","Elizabeth Gilbert,",happiness,4070.0
1428,"Is standing by the window muttering about blood something he does all the time?"" asked Simon.
""No,"" Jace said. ""Sometimes he sits on the couch and does it.","Cassandra Clare,",,4058.0
1429,Don't waste your time with explanations: people only hear what they want to hear.,Paulo Coelho,"attitude, explain, gossip, life, people, public-opinion, time, wisdom",4057.0
1430,"You here to finish me off, Sweetheart?","Suzanne Collins,","humor, hunger-games, katniss, mellark, peeta, romance",4057.0
1431,"He stepped down, trying not to look long at her, as if she were the sun, yet he saw her, like the sun, even without looking.","Leo Tolstoy,",romantic,4056.0
1432,"At some point, you just pull off the Band-Aid, and it hurts, but then it's over and you're relieved.","John Green,",looking-for-alaska,4053.0
1433,It is forbidden to kill; therefore all murderers are punished unless they kill in large numbers and to the sound of trumpets.,Voltaire,"double-standards, ethics, governments, humor, irony, killing, law, mankind, morality, murder, nationalism, nations, war",4053.0
1434,Gravitation is not responsible for people falling in love.,Albert Einstein,love,4052.0
1435,All we demanded was our right to twinkle.,Marilyn Monroe,,4042.0
1436,"Sometimes it seems safer to hold it all in, where the only person who can judge is yourself.",Sarah Dessen,,4042.0
1437,You don't remember what happened. What you remember becomes what happened.,"John Green,","an-abundance-of-katherines, joh-green, nerdfighters",4042.0
1438,I'm sure the universe is full of intelligent life. It's just been too intelligent to come here.,Arthur C. Clarke,"extraterrestrials, humor, intelligent-life, life, science, universe",4041.0
1439,"Don't be afraid of death; be afraid of an unlived life. You don't have to live forever, you just have to live.","Natalie Babbitt,",life,4041.0
1440,"I wasn't actually in love, but I felt a sort of tender curiosity.","F. Scott Fitzgerald,","affection, amity, love",4039.0
1441,"Great things happen to those who don't stop believing, trying, learning, and being grateful.","Roy T. Bennett,","being-positive, believe, gratitude, inspiration, inspirational, inspirational-quotes, life, life-quotes, live, motivation, never-stop-believing, never-stop-learning, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, try, trying",4036.0
