quote,author,tags,likes
"هل تعلمين أن الناس لا يعرفون عنا سوى نهاياتنا ؟عندما نموت ,نصبح رمزًا للجهاد والمقاومة. والرمز لا حياة شخصية لديه ولا احتياجات, لديه هدف فقط , من أجله يعيش ومن أجله يموت, بهذا المعنى نكون ""مخلوقات ظل"" تهفوا إلى ""النور"" نكون قد عبرنا إلى منطقة النور حين نستشهد. كينونتنا منذ زمن هي كينونة هذا ""الرمز"" كل نفس يتردد في صدورنا هو في سبيل الله. فكيف نعود إلى حياة البشر الفانين؟ نحيا لنأكل ونقرأ ونتفسح وننام .. لنعيد الكرة في اليوم التالي ""التكرار"" تلك الكلمة المقيتة. أليس التكرار هو طابع جهنم؟ جسد يحترق ثم يُكسَى لحمًا ليحترق مرة أخرى كأن شيئًا لم يكن؟","خولة حمدي,","faith, jihad, love, religion",58
At times one remains faithful to a cause only because its opponents do not cease to be insipid.,Friedrich Nietzsche,"faith, insipid, opponent",54
"I look out the window again, taking slow, deep breaths into a body too tense to move. And as I stare out at the land, I think that this, if nothing else, is compelling evidence for my parents’ God, that our world is so massive that it is completely out of our control, that we cannot possibly be as large as we feel. -Tris Prior","Veronica Roth,","faith, god",51
My idea of God is not a divine idea. It has to be shattered time after time. He shatters it Himself.,"C.S. Lewis,","death, faith, grief, grieving, loss, stillbirth",244
"ضع في يدي القيد ألهب أضلعي
بالسوط ضع عنقي على السكين

لن تستطيع حصار فكري ساعة
أو محو إيماني و نور يقيني

فالنور في قلبي و قلبي في يدي
ربي و ربي ناصري و معنيني",يوسف القرضاوى,"devotion, faith, islam",182
Faith is not so much something we believe; faith is something we live.,Joseph B. Wirthlin,"faith, lds, mormon, religion",147
"Reason is a whore, the greatest enemy that faith has; it never comes to the aid of spiritual things, but more frequently than not struggles against the divine Word, treating with contempt all that emanates from God.",Martin Luther,"faith, intelligence, reason, religion",146
I was taught to strive not because there were any guarantees of success but because the act of striving is in itself the only way to keep faith with life.,"Madeleine Albright,","faith, inspirational, perseverance, striving, success",143
"It must be comforting, to have a faith like that. To believe so concretely that there’s someone—something— out there watching guard, keeping us safe, testing us only with what we can handle.","Hannah Harrington,",faith,139
"It's in those quiet little towns, at the edge of the world, that you will find the salt of the earth people who make you feel right at home.","Aaron Lauritsen,","100-days-drive, 100daysdrive, acceptance, accomplish, adventure, ambition, author, awakening, be-happy, be-proud, believe, bestrong, bestseller, bohemian, break-barriers, carma, chances, change, chase-dreams, cherish, coming-of-age, compassion, competition, confidence, conquer, conquer-fear, content, control-your-life, courage, crossroads, destiny, determination, dig-deep, don-t-give-up, don-t-judge, don-t-worry-be-happy, dream-big, dreamer, empower, energy, enjoy-life, explore, faith, fearless, find-yourself, follow-your-dreams, follow-your-heart, follow-your-own-path, forgive, free, freedom, fresh-start, goal-setting, goals, goals-in-life, good-soul, gratitude, happiness, heal, high-road, hope, humanity, humility, inner-beauty, inner-strength, inspiration, journey, joy, judgement, laugh, learn, liberate, liberating, life, life-lessons, light, limitless, live-life-quotes, love-thy-neighbor, love-thyself, love-yourself, luck, memoir, never-quit, no-regrets, nomad, one-life, open-road, opportunity, parenthood, perspective, positive-thinking, power, pride, push-limits, quote-of-the-day, quotes, reflections, resiliency, respect, risk-taking, road-trip, satisfaction, service-to-others, smile, soar, soul-food, spirituality, start-all-over, staystrong, strength, struggle, success, teamwork, thick-skin, think-outside-the-box, travel, truth, values, walk-a-mile, wander, wanderlust, wateroffaducksback, writer",101
"Let your life reflect the faith you have in God. Fear nothing and pray about everything. Be strong, trust God's word, and trust the process.",Germany Kent,"be-strong, be-strong-quotes, best-selling-authors, blessed, everyday-challenge, everyday-faith, everyday-life, everyday-passion, everything, everything-happens-for-a-reason, faith, faith-in-god, faith-quotes, faith-strength, fear-nothing, fear-quote, fear-quotes, fearless, fearless-quotes, germany-kent, germany-kent-quote, germany-kent-quotes, god, god-quotes, gods-grace, gods-plan, gods-power, gods-will, gods-word, have-faith, hope-guru, inner-peace, inspirational-speakers, life, life-lessons, motivational-speakers, no-fear, passion, pray, pray-about-everything, prayer, prayer-life, prayer-quotes, prayerful-habits, prayerful-life, prayerful-women, prayers-of-the-heart, praying, praying-life, process, process-improvement, purpose-driven-life, reflect, stand, stay-strong, stay-strong-quotes, the-hope-guru, transformational-speakers, trust, trust-in-god, trust-the-process, trusting-god",99
We know enough at this moment to say that the God of Abraham is not only unworthy of the immensity of creation; he is unworthy even of man.,Sam Harris,"faith, reason, religion, science, skeptic",98
"I learned that the search for God is a Dark Night, that Faith is a Dark Night. And that’s hardly a surprise really, because for us each day is a dark night. None of us knows what might happen even the next minute, and yet still we go forward. Because we trust. Because we have Faith.","Paulo Coelho,",faith,97
Faith strikes me as intellectual laziness.,"Robert A. Heinlein,",faith,94
"God whispered, ""You endured a lot. For that I am truly sorry, but grateful. I needed you to struggle to help so many. Through that process you would grow into who you have now become. Didn't you know that I gave all my struggles to my favorite children? One only needs to look at the struggles given to your older brother Jesus to know how important you have been to me.",Shannon L. Alder,"abuse, accepting, answers, autoimmune-disease, bullied, compassion, crying, cyberbullying, defamation, empathy, emptyness, faith, feeling-deeply, god, god-s-love, god-s-plan, gossip, grace, hacking, healing, hope, humiliation, ignored, illness, insight, introspection, job, journey, life, living, lonely, lonliness, loss-of-dignity, loss-of-faith, loss-of-family, loss-of-health, loss-of-time, lost, lost-children, mental-abuse, mercy, misdiagnosis, misunderstanding, mood, pain, physical-abuse, rejection, self-evaluation, sexual-abuse, shame, silence, sorrow, spiritual-abuse, struggles, tears, to-live, trials, tsloama, wrong-choices, years",94
"Addiction"" might be the best word to explain the lostness that so deeply permeates society. Our addiction make us cling to what the world proclaims as the keys to self-fulfillment: accumulation of wealth and power; attainment of status and admiration; lavish consumption of food and drink, and sexual gratification without distinguishing between lust and love. These addictions create expectations that cannot but fail to satisfy our deepest needs. As long as we live within the world's delusions, our addictions condemn us to futile quests in ""the distant country,"" leaving us to face an endless series of disillusionments while our sense of self remains unfulfilled. In these days of increasing addictions, we have wandered far away from our Father's home. The addicted life can aptly be designated a life lived in ""a distant country."" It is from there that our cry for deliverance rises up.","Henri J.M. Nouwen,",faith,93
God does not require that we be successful only that we be faithful.,Mother Teresa,"faith, god",88
"If merely 'feeling good' could decide, drunkenness would be the supremely valid human experience.",William James,"faith, religion",82
He who has not God in himself cannot feel His absence.,"Simone Weil,","doubt, faith",76
The opposite of the religious fanatic is not the fanatical atheist but the gentle cynic who cares not whether there is a god or not.,Eric Hoffer,faith,68
"Depression is about anger, it is about anxiety, it is about character and heredity. But it is also about something that is in its way quite unique. It is the illness of identity, it is the illness of those who do not know where they fit, who lose faith in the myths they have so painstakenly created for themselves. [...] It is a plague - especially if you add in its various forms of expression, like alcoholism, anorexia, bulimia, drug addiction, compulsive behaviour of one kind or another. They're all the same things: attempts to avoid disappearance, or nothingness, or chaos.","Tim Lott,","avoidance, depression, faith, identity",64
Belief creates the actual fact.,William James,faith,62
But to mean it when I say that I want my life to count for His glory is to drive a stake through the heart of self - a painful and determined dying to me that must be a part of every day I live.,Louie Giglio,"faith, pride, religion, selflessness",61
"The truth of our faith becomes a matter of ridicule among the infidels if any Catholic, not gifted with the necessary scientific learning, presents as dogma what scientific scrutiny shows to be false.",St. Thomas Aquinas,"faith, ridicule, science",60
"The truth does not change according to our ability to stomach it emotionally. A higher paradox confounds the emotion as well as reason and there are long periods in the lives of all of us, when the truth as revealed by faith is hideous, emotionally disturbing, downright repulsive. Witness the dark night of the soul in individual saints . . .",Flannery O'Connor,"dark-night-of-the-soul, disturbing, faith, paradox, repulsive, saints, truth",58
Life is like butter - when things cool down it can be reshaped,"Alan Sheinwald,","accomplishment, action, actions, alan-sheinwald, art, attributed, be-yourself, belief, best, confidence, experience, faith, fate, fear, fitting-in, freedom, funny, human-nature, inspirational, integrity, life, light, live, magination, mistakes, peace, perception, pessimism, planning, plans, reality, relationships, romance, sadness, smile, smiling, strategy, strength, those-who-matter, wisdom",55
I was in love with everything- I wanted to look with love at the angry people so that their eyes would be forced to respond; and I wanted to bring gifts to the envious and tell them that I am worthless.,Egon Schiele,"care, faith, hope, inspire, joy, kindness, love, peace, play, respect",55
"God moves in mysterious ways
His wonders to performs","William Cowper,","faith, poetry, strength",54
faith is the art of holding on to things in spite of your changing moods and circumstances.,C.S. Lewis,faith,54
"Even now, I wonder how much of my life is convinced.","Markus Zusak,","belief, faith, life, memory",50
"Faith and love are apt to be spasmodic in the best minds. Men live the brink of mysteries and harmonies into which they never enter, and with their hands on the door-latch they die outside.",Ralph Waldo Emerson,"faith, harmony, love, mystery",48
For me the most radical demand of Christian faith lies in summoning the courage to say yes to the present risenness of Jesus Christ.,"Brennan Manning,","christianity, courage, faith, jesus, radical, resurrection",47
"Satan to Jesus: Well, I see someone has a bad case of the hangries. You might want to consider using your godly powers to turn these desert rocks into loaves of bread. Maybe if you engage in some serious carb-loading, you’ll regain what little sense of humor you had before you started this ridiculous hunger strike.","Spencer C Demetros,","biblical-message, book-of-god, christian, christianity, faith, find-god, humour, love, teens, young-adult",34
God’s people must be free!,"Kathryn Krick,","change, determination, devoted, faith, freedom, god, growth, heal, learn, peace",202
Faith in God includes Faith in God's timing.,Neal A. Maxwell,faith,145
"Say I feel all sad and self-indulgent, then get stung by a wasp, my misery feels quite abstract and I long just to be in spiritual pain once more - 'damn you tiny assassin, clad in yellow and black, how I crave my former innocence where melancholy was my only trial'.","Russell Brand,","articles, faith, pain, russell-brand, wasps",112
"The more you go with the flow of life and surrender the outcome to God, and the less you seek constant clarity, the more you will find that fabulous things start to show up in your life.","Mandy Hale,","answer, attraction, clarity, faith, go-with-the-flow, god, let-go, letting-go, life, living-the-questions, positive-thinking, questions, surrender, the-unknown, trust, trusting-god, uncertainty",112
"Come unto me, all ye that labor and are heavy laden, and I will give you rest. Take my yoke upon you, and learn of me; for I am meek and lowly in heart: and ye shall find rest unto your souls. For my yoke is easy, and my burden is light.","Anonymous,","bible, christ, faith, god, jesus, religion, religious",109
"Adam understood, then, that Gansey and Blue’s awe changed this place. Ronan and Adam may have seen this place as magical, but Gansey and Blue’s wonder made it holy.","Maggie Stiefvater,","blue, faith, gansey, wonder",92
"Life's trials will test you, and shape you, but don’t let them change who you are.”
~ Aaron Lauritsen, ‘100 Days Drive","Aaron Lauritsen,","100-days-drive, 100daysdrive, acceptance, accomplish, adventure, ambition, author, awakening, be-happy, be-proud, believe, bestrong, bestseller, bohemian, break-barriers, carma, chances, change, chase-dreams, cherish, coming-of-age, compassion, competition, confidence, conquer, conquer-fear, content, control-your-life, courage, crossroads, destiny, determination, dig-deep, don-t-give-up, don-t-worry-be-happy, dream-big, dreamer, empower, energy, enjoy-life, explore, faith, fearless, find-yourself, follow-your-dreams, follow-your-heart, follow-your-own-path, forgive, free, freedom, fresh-start, goal-setting, goals, goals-in-life, good-soul, gratitude, happiness, heal, high-road, hope, humanity, humility, inner-beauty, inner-strength, inspiration, journey, joy, judgement, laugh, learn, liberate, liberating, life, life-lessons, light, limitless, live-life-quotes, love-thy-neighbor, love-thyself, love-yourself, luck, memoir, never-quit, no-regrets, nomad, one-life, open-road, opportunity, parenthood, perspective, positive-thinking, power, pride, push-limits, quote-of-the-day, quotes, reflections, resiliency, respect, risk-taking, road-trip, satisfaction, service-to-others, smile, soar, soul-food, spirituality, start-all-over, staystrong, strength, struggle, success, teamwork, thick-skin, think-outside-the-box, travel, truth, values, wander, wanderlust, wateroffaducksback, writer",91
There’s something really cool about knowing that your destiny is SO big that you’re not meant to share it with anyone. At least not yet.,"Mandy Hale,","being-single, destiny, dreams, faith, faith-in-yourself, finding-yourself, life, love, positive-thinking, sharing-your-life-with-someone, single, single-life, single-woman, singleness, the-single-woman, trust, walking-alone, your-journey",85
"I will not attack your doctrines nor your creeds if they accord liberty to me. If they hold thought to be dangerous - if they aver that doubt is a crime, then I attack them one and all, because they enslave the minds of men.

I attack the monsters, the phantoms of imagination that have ruled the world. I attack slavery. I ask for room -- room for the human mind.","Robert G. Ingersoll,","doubt, faith, liberty, religion, skepticism, slavery",82
"I can only say that I am nothing but a poor sinner, trusting in Christ alone for salvation.",Robert E. Lee,"faith, religion",79
"It is not as much about who you used to be, as it is about who you choose to be.",Sanhita Baruah,"aims, ambitions, ambitious, attitude, career, choices, choose, decisions, encourage, faith, future, happiness, happy, hope, hopeful, inspirational, life, love, motivational, motive, move-on, past, present, self-development, self-help, self-improvement, success, work-hard, workaholic",75
"I love the recklessness of faith. First you leap, and then you grow wings.","William Sloane Coffin,",faith,74
"When you are down to nothing, God is up to somethng. It is up to you to reach out to find what God is up to for you.",Robert Schuler,"christianity, coaching-executive, faith",73
"No matter how many times you failed or have fallen, no matter how many times you’ve denied God, He will not deny you.","Gregory Dickow,","courage, dig-deep, don-t-judge, explore, faith, find-yourself, goal-setting, judgement, laugh, learn",72
"Science tells me God must exist.
My mind tells me I'll never understand God.
My heart tells me I'm not meant to.

[Vittoria Vetra]","Dan Brown,","faith, religion, science",60
"Does your love reach this far, God? And if it extends to heaven and beyond… why can’t it seem to find me?","Jenny B. Jones,","faith, god-s-love",59
"The same everlasting Father who cares for you today will care for you tomorrow and every day.
Either he will shield you from suffering or give you unfailing strength to bear it.
Be at peace then and put aside all anxious thoughts and imaginings.",Francis de Sales,"faith, god, peace, strength",55
"At such times, the heart of man turns instictively towards his Maker. In prosperity, and whenever there is nothing to injure or make him afraid, he remembers Him not, and is ready to defy Him; but place him in the midst of dangers, cut him off from human aid, let the grave open before him, then it is, in the time of his tribulation, that the scoffer and unbelieving man turns to God for help, feeling there is no other hope, or refuge, or safety, save in his protecting arm.","Solomon Northup,","faith, god, prayer, religion, spirituality, stress, trials-and-tribulations, tribulations, worry",55
"You've a right to believe that we're governed by Nature and the hidden Force within her. You can think that the gods, including my Melitele, are merely a personification of this power invented for simpletons so they can understand it better, accept its existence. According to you, that power is blind. But for me, Geralt, faith allows you to expect what my goddess personifies from nature: order, law, goodness. And hope.","Andrzej Sapkowski,","faith, gods, polytheism, religion",54
"God has prepared for Himself one great song of praise throughout eternity, and those who enter the community of God join in this song. It is the song that the “morning stars sang together and all the sons of God shouted for joy” at the creation of the world. (Job 38:7). It is the victory song of the children of Israel after passing through the Red Sea, the Magnificat of Mary after the annunciation, the song of Paul and Silas in the night of prison, the song of the singers on the sea of glass after their rescue, the “song of Moses the servant of God, and the song of the Lamb” (Rev. 15:3) It is the song of the heavenly fellowship.","Dietrich Bonhoeffer,","faith, inspiration, song",53
We're stronger than we think.,"Joe Kelly,","faith, strength",51
"The Christian should work as if all depended upon him, and pray as if it all depended upon God.",Charles H. Spurgeon,"faith, prayer, work",50
"Ask and it shall be given you,'"" I began. ""'Seek and ye shall find; knock, and it shall be opened unto you; For every one that asketh receiveth; and he that seeketh findeth; and to him that knocketh it shall be opened.' We have the same message in the Book of Saint John,"" I said, sounding for all the world like a preacher....""
Well, but how could I just stop there? Those words were worse than nothing if I didn't tell what they meant to Grandpa. Looking at the long rough box, I spoke timid, in a mumbled voice. Not preachified at all. ""Grandpa didn't think Jesus meant, by that, that we should ast God for things, or for special favors. He said we could trust that in the nature of things, without astin', we'll get lots of blessin's and happy surprises and maybe a miracle or two. When Jesus said ast and you'll get it, He meant things of the spirit, not the flesh. Right now for instance, I could ast, 'Lord please raise Grandpa from the dead,' but it wouldn't happen. But I can say, 'Please, God, comfort me,' and I'll get heart's ease. Grandpa said Jesus meant us to ast for hope, forgiveness, and all that. Ast, 'Hep us not be scared, hep us not be greedy, give us courage to try."" I was really carried away. ""Ast any such and God will give it to you. But don't ast Him not to let fire burn, or say spare me from death. At least, uh, that's what Grandpa said.","Olive Ann Burns,","faith, god, hope",46
It is better to live ready than to get ready!,Smith Wigglesworth,"faith, inspirational",45
"No matter what argument you make against evolution, the response is Well, you know, it's possible to believe in evolution and believe in God. Yes, and it's possible to believe in Spiderman and believe in God, but that doesn't prove Spiderman is true.","Ann Coulter,","faith, humor, politics",44
"That's how you avoid becoming a moth,"" he says. ""Stop asking others what to believe. Figure it out for yourself.","Stephanie Oakes,","belief, faith, humanity",43
"Explore, Experience, Then Push Beyond.","Aaron Lauritsen,","100-days-drive, 100daysdrive, acceptance, accomplish, ambition, author, awakening, be-happy, be-proud, believe, bestseller, break-barriers, carmaker, chances, change, chase-dreams, cherish, compassion, competition, confidence, conquer, conquer-fear, content, control-you-life, courage, crossroads, destiny, determination, dig-deep, don-t-give-up, don-t-worry-be-happy, dream-big, dreamer, empower, energy, explore, faith, fearless, find-yourself, follow-your-dreams, follow-your-heart, follow-your-own-path, forgive, freedom, fresh-start, goal-setting, goals, goals-in-life, good-soul, happiness, hope, humanity, humility, inner-beauty, inner-strength, inspiration, journey, joy, judgement, liberate, liberating, life, life-lessons, light, live-life-quotes, love-thy-neighbor, love-thyself, love-yourself, luck, memoir, never-quit, no-regrets, nomad, one-life, opportunity, parenthood, perspective, positive-thinking, power, pride, push-limits, reflections, resiliency, respect, risk-taking, road-trip, satisfaction, service-to-others, soar, soul-food, spirituality, start-all-over, strength, struggle, success, thick-skin, think-outside-the-box, travel, values, wander, wanderlust, writer",42
"They say faith is taking the first step when you can’t see the whole staircase. Actually, wisdom is seeing the elevator behind it that would have taken you to the top floor.",Shannon L. Alder,"beliefs, choices, decisions, experiences, faith, god-s-plan, helping, intelligent-people, kindred-spirits, learning, life-lessons, like-minded, meeting-people, no-coincidences, paying-attention, people, recognizing, seeing, self-transformation, socrates, staircase, teachers, wisdom",41
"No matter how hopeless I feel, there's always a little more hope inside me. No matter how faithless I think I am, there is always something to believe in.","Lexi Ryan,","faith, hope, lexi-ryan, resilience, these-hollow-vows, trust",41
"It all comes down to a choice. Either choose a life separate from God, which comes with the worry that things can fall apart at any moment, or follow the Lord and enjoy extraordinary confidence in knowing you can achieve greatness and will have the happiest of endings.","Spencer C Demetros,","biblical-message, book-of-god, christian, christianity, faith, find-god, humour, love, teens, young-adult",28
We are not on this planet to ask forgiveness of our deities,"Scott Cunningham,","deity, earth, faith, god, goddess, love, paganism, planet, wicca",152
You need to have faith in yourself. Be brave and take risks. You don't have to have it all figured out to move forward.,Roy T. Bennett,"authentic-living, being-positive, brave, courage, faith, inspiration, inspirational, inspirational-quotes, life, life-quotes, motivation, moving-forward, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, start-up",119
"To have faith is to be sure of the things we hope for, to be certain of the things we cannot see.","Anonymous,","faith, god, hope, pleasing-to-god",93
"Faith is a fine invention
When gentlemen can see,
But microscopes are prudent
In an emergency.",Emily Dickinson,"faith, religion, science",90
What we are waiting for is not as important as what happens to us while we are waiting. Trust the process.,"Mandy Hale,","consecration, faith, positive-thinking, preparation, seasons-of-waiting, the-process, trust, trust-the-process, trusting-your-journey, wait, waiting",90
"Gifts of grace come to all of us. But we must be ready to see and willing to receive these gifts. It will require a kind of sacrifice, the sacrifice of believing that, however painful our losses, life can still be good — good in a different way then before, but nevertheless good. I will never recover from my loss and I will never got over missing the ones I lost. But I still cherish life. . . . I will always want the ones I lost back again. I long for them with all my soul. But I still celebrate the life I have found because they are gone. I have lost, but I have also gained. I lost the world I loved, but I gained a deeper awareness of grace. That grace has enabled me to clarify my purpose in life and rediscover the wonder of the present moment.","Jerry Sittser,","faith, grace, grief, loss, mourning",87
"Faith is a great thing, and really religious people would like us to believe that faith and knowing are the same thing, but I don't believe that myself. Because there are too many different ideas on the subject. What we know is this: When we die, one of two things happens. Either our souls and thoughts somehow survive the experience of dying or they don't. If they do, that opens up every possibility you could think of. If they don't, it's just blotto. The end.","Stephen King,",faith,83
There had to be dark and muddy waters so that the sun could have something to background it's flashing glory.,Betty Smith,"faith, hope",67
"I prayed that our growth would be as strong and determined as the seeds of coconut palms, boldly reaching skyward toward the sun diligently boring deeper into the earth to secure a firm foundation for the beautiful, durable, fruit-bearing trees they would become. For me, Mhonda was the place to continue the growth of the still young but strong roots of my tree planted in Kifungilo. This was my life now, the life I’d prayed for, the life that would provide me with an education and would open doors. I wanted this life very much. I told my wavering spirit to bear with me because, just like the coconut palm, I would sway and bend and bruise, but I would survive. I would have to become the tree in the African saying: ‘The tree that bends with the wind does not break.","Maria Nhambu,","autobiography, bravery, challenging-status-quo, determination, faith, growth, inspirational, positive-thinking",67
What we call rational grounds for our beliefs are often extremely irrational attempts to justify our instincts.,Thomas Henry Huxley,"belief, faith, religion, science, skepticism",62
My faith is big enough to accept all of God's wonders.,"Kirsten Miller,","faith, god, inspirational",62
"I went to the recreation room and knelt down in front of the same Nativity scene where I’d prayed to Baby Jesus to find my mother when I was a child. I looked at him lying there in his bed of hay and wondered why this scene never left me. Over the years, whenever I prayed, I prayed to Baby Jesus. He was the miracle baby who never grew up. I believed that he really listened to me and often answered me. As I knelt there I realized that Sister Silvestris was right all along. She told us every Christmas that whatever we asked of Baby Jesus he’d grant us.","Maria Nhambu,","childhood, faith, love, optimism, positivity, prayers, religion",60
"Back of every creation, supporting it like an arch, is faith. Enthusiasm is nothing: It comes and goes. But if one believes, then miracles occur.",Henry Miller,faith,59
Faith doesn't mean that you never doubt. It only means that you never act upon your doubts.,"Orson Scott Card,","doubt, faith",59
Our kindness may be the most persuasive argument for that which we believe.,Gordon B. Hinckley,"faith, kindness, truth",57
"[The] insistence on the absolutely indiscriminate nature of compassion within the Kingdom is the dominant perspective of almost all of Jesus' teaching.
What is indiscriminate compassion? 'Take a look at a rose. Is is possible for the rose to say, ""I'll offer my fragrance to good people and withhold it from bad people""? Or can you imagine a lamp that withholds its rays from a wicked person who seeks to walk in its light? It could do that only be ceasing to be a lamp. And observe how helplessly and indiscriminately a tree gives its shade to everyone, good and bad, young and old, high and low; to animals and humans and every living creature -- even to the one who seeks to cut it down. This is the first quality of compassion -- its indiscriminate character.' (Anthony DeMello, The Way to Love)...
What makes the Kingdom come is heartfelt compassion: a way of tenderness that knows no frontiers, no labels, no compartmentalizing, and no sectarian divisions.","Brennan Manning,","christianity, compassion, faith, jesus, kingdom, light, servanthood, spiritual-life, tenderness",55
...history has shown that the most terrible crimes against love have been committed in the name of fanatically defended doctrines.,"Paul Tillich,","faith, fanaticism, love",55
"But it will be harder for you if you remember. Love is always harder. Love means weathering blows for another’s sake and not counting them. Love is loss of self, loss of other, and faith in the death of loss.","Christopher Buehlman,","faith, love",54
"What do people fear most about death? I asked the reb.
""Fear?"" he thought for a moment. 'Well, for one thing, what happens next? Where do we go? Is it what we imagined?""
That's big.
""Yes. But there's something else.""
What else?
He leaned forward.
""Being forgotten,"" he whispered.",Mitch Albom,"faith, have, little",53
"God’s revelation does not need the light of human genius, the polish and strength of human culture, the brilliancy of human thought, the force of human brains to adorn or enforce it; but it does demand the simplicity, the docility, humility, and faith of a child’s heart.","E.M. Bounds,","faith, revelation",49
"At some point, you just gotta forgive the past, your happiness hinges on it.","Aaron Lauritsen,","100-days-drive, 100daysdrive, acceptance, accomplish, ambition, author, awakening, be-happy, be-proud, believe, bestseller, break-barriers, carmaker, chances, change, chase-dreams, cherish, compassion, competition, confidence, conquer, conquer-fear, content, control-you-life, courage, crossroads, destiny, determination, dig-deep, don-t-give-up, don-t-worry-be-happy, dream-big, dreamer, empower, energy, explore, faith, fearless, find-yourself, follow-your-dreams, follow-your-heart, follow-your-own-path, forgive, freedom, fresh-start, goal-setting, goals, goals-in-life, good-soul, happiness, hope, humanity, humility, inner-beauty, inner-strength, inspiration, journey, joy, judgement, liberate, liberating, life, life-lessons, light, live-life-quotes, love-thy-neighbor, love-thyself, love-yourself, luck, never-quit, no-regrets, nomad, one-life, opportunity, parenthood, perspective, positive-thinking, power, pride, push-limits, reflections, resiliency, respect, risk-taking, road-trip, satisfaction, service-to-others, soar, soul-food, spirituality, start-all-over, strength, struggle, success, thick-skin, think-outside-the-box, values, wander, wanderlust, writer",49
"I love to walk. Walking is a spiritual journey and a reflection of living. Each of us must determine which path to take and how far to walk; we must find our own way, what is right for one may not be for another. There is no single right way to deal with late stage cancer, to live life or approach death, or to walk an old mission trail.","Edie Littlefield Sundby,","adversity-quotes, advice-for-daily-living, cancer, christian, courage, courage-quotes, death, death-quotes, empowering-quotes, empowerment, faith, faith-in-yourself, faith-quotes, fear, fear-quotes, god, god-s-grace, god-s-love, gods-grace, happy, happy-quotes, health, hope, hope-quotes, illness, illness-and-hope, inspirational, life, life-and-living, life-lessons, life-quotes, love, love-quotes, self-confidence, self-help, self-improvement, self-love, spiritual, spirituality, strength, strength-and-courage, strength-of-mind, strength-of-spirit, strength-of-will, strength-quotes, strength-through-adversity, walk, walker, walking, well-being, wellbeing, wellness, wisdom-quotes",48
"You have to stand guard over the development and maintenance of Islamic democracy, Islamic social justice and the equality of manhood in your own native soil.",Muhammad Ali Jinnah,"ali, corruption, development, discipline, education, equality, faith, guard, harmony, islam, jinnah, justice, leader, life, love, maintenance, manhood, morals, muhammad, native, pakistan, peace, power, social, society, soil, stand, system, thinking, unity, values",47
"But, he duly ate the peanut and whoosh!","Molly Arbuthnott,","animals, children-books, children-s-learning, faith, fiction, fiction-books, friendship, hope, love, pets",41
"Where humanity
sowed faith, hope, and unity,
joy’s garden blossomed.","Aberjhani,","america-remembers, americans, faith, famous-quotes-from-classic-books, haiku, haikus, healing, history, humanity, joy, multiculturalism, multiculturalismo, multiculturalità, national-history-day, patriotism, personal-growth, philosophy, rebith, rejuvenation, remembering-september-11, spirituality, teaching-diversity, world-suicide-prevention-day",40
Small souls who seek power over others first destroy the faith those others might have in themselves.,"Frank Herbert,","faith, power, self",37
God existed before every religion; He exists in spite of all religions.,"Danail Hristov,","faith, god, inspiration, truth, wisdom",34
...and when is enough proof enough?,"Jonathan Safran Foer,","evidence, faith, proof",31
"It’s called walking by faith, not sitting by faith",Daniel Mangena,faith,28
"Skin boils! Boils cause serious pain and physical suffering, and you also have to consider the ugliness factor. Even the most powerful zit cream on earth would be no match for the Lord Almighty’s epidermal masterpieces. So this one wins for my pick of the nastiest of the first nine plagues -- a dubious honor indeed.","Spencer C Demetros,","biblical-message, book-of-god, christian, christianity, faith, find-god, humour, love, teens, young-adult",26
Our hearts of stone become hearts of flesh when we learn where the outcast weeps.,"Brennan Manning,","compassion, faith, heart, poverty, servanthood",185
"I am the resurrection, and the life: he that believeth in me, though he were dead, yet shall he live: And whosoever liveth and believeth in me shall never die.

(John 11:25-26)","Anonymous,","belief, charles-dickens, ever-after, everlasting-life, faith, paradise, resurrection, sydney-carton, tale-of-two-cities",141
"Faith is not about finding meaning in the world, there may be no such thing -- faith is the belief in our capacity to create meaningful lives.","Terry Tempest Williams,","faith, inspiration, meaning",106
"Perhaps evil is the crucible of goodness... and perhaps even Satan - Satan, in spite of himself - somehow serves to work out the will of God.","William Peter Blatty,",faith,101
"The soul hardly ever realizes it, but whether he is a believer or not, his loneliness is really a homesickness for God.",Hubert Van Zeller,"faith, god, inspirational, life, loneliness, patience",100
"Low self-esteem causes me to believe that I have so little worth that my response does not matter. With repentance, however, I understand that being worth so much to God is why my response is so important. Repentance is remedial work to mend our minds and hearts, which get bent by sin.","John Ortberg,","faith, god, repentance, self-esteem, self-worth, sin, spirituality, worth",98
A God-given longing must have a God-given fulfillment,"Ami Loper,","bible, christian, faith, god, knowledge, love, prayers, prophetic, spiritual, teachings",92
"The human ego is the ugliest part of man. We lift up men who only show us darkness, and put down those brave enough to show us the light. Likewise, people engage in darkness when it is light outside, and acknowledge the light only when it is dark. We abandon those fighting for us to cheer behind those fighting against us. And, we only remember good people and God when it is convenient for us, and take them for granted because their doors are always open - only to chase after closed doors and personalities void of substance and truth.","Suzy Kassem,","beauty, closed-doors, darkness, doors, ego, faith, fighting, god, granted, human-nature, irony, light, men, neglect, people, substance, truth, ugly, void-of-truth",77
"We fall from womb to tomb, from one blackness and toward another, remembering little of the one and knowing nothing of the other ... except through faith.","Stephen King,","birth, death, faith",66
